channel,outcome,outcome_label,estimator,estimator_label,point,se,ci_lower,ci_upper,n,assumptions,label
social,sim_converted_14d,14-day conversion,naive,Naive (Day 8),0.11272228337275139,0.0032656259372863795,0.10632177414869023,0.11912279259681255,94983.0,No adjustment; diff-in-means = effect + targeting/sim_u selection,estimated (simulated)
social,sim_converted_14d,14-day conversion,ols,OLS (Day 9),0.10614889801514275,0.0033539759232650806,0.09957522600052872,0.11272257002975679,94983.0,"Linear, HC3 SE; adjustment on observed set only; sim_u unadjusted",estimated (simulated)
social,sim_converted_14d,14-day conversion,ipw,IPW (Day 10),0.10614783673089923,0.003441416577650447,0.09895584230457842,0.11220180511631324,94983.0,PS correct + positivity; overlap/sim_u limits (weights capped at cfg cap),estimated (simulated)
social,sim_converted_14d,14-day conversion,dr,DR / AIPW (Day 11),0.10607014761898795,0.003381303778989745,0.09944291399137886,0.11269738124659703,94983.0,PS or outcome model correct; PS clipped per Day-10 cap; sim_u unadjusted,estimated (simulated)
social,sim_converted_14d,14-day conversion,att_matched,ATT matched (Day 7),0.10860470839143632,0.003861593812675576,0.10103612359566948,0.11617329318720317,24382.0,1:1 NN caliper match on observed PS; ATT parameter; sim_u unadjusted,estimated (simulated)
social,sim_converted_14d,14-day conversion,dowhy_backdoor,DoWhy backdoor (Day 12),0.10614889801514876,0.0033539759232650806,0.09957522600053473,0.1127225700297628,94983.0,DoWhy identify + backdoor.linear_regression; SE identical to OLS (same model),estimated (simulated)
social,sim_revenue_14d,14-day revenue (R$),naive,Naive (Day 8),17.119156562455945,0.6765127180689502,15.7931712677542,18.44514185715769,94983.0,No adjustment; diff-in-means = effect + targeting/sim_u selection,estimated (simulated)
social,sim_revenue_14d,14-day revenue (R$),ols,OLS (Day 9),16.119826548478443,0.6942547365148378,14.759112268813016,17.48054082814387,94983.0,"Linear, HC3 SE; adjustment on observed set only; sim_u unadjusted",estimated (simulated)
social,sim_revenue_14d,14-day revenue (R$),ipw,IPW (Day 10),16.104103618877023,0.7376094348123924,14.624851559609564,17.531364301552568,94983.0,PS correct + positivity; overlap/sim_u limits (weights capped at cfg cap),estimated (simulated)
social,sim_revenue_14d,14-day revenue (R$),dr,DR / AIPW (Day 11),16.094539997527306,0.6969707275031672,14.728502473342418,17.460577521712196,94983.0,PS or outcome model correct; PS clipped per Day-10 cap; sim_u unadjusted,estimated (simulated)
social,sim_revenue_14d,14-day revenue (R$),att_matched,ATT matched (Day 7),16.498159297842676,0.7901971260947365,14.949401390009937,18.046917205675417,24382.0,1:1 NN caliper match on observed PS; ATT parameter; sim_u unadjusted,estimated (simulated)
social,sim_revenue_14d,14-day revenue (R$),dowhy_backdoor,DoWhy backdoor (Day 12),16.119826548479356,0.6942547365148378,14.75911226881393,17.480540828144782,94983.0,DoWhy identify + backdoor.linear_regression; SE identical to OLS (same model),estimated (simulated)
search,sim_converted_14d,14-day conversion,naive,Naive (Day 8),0.12769315720122462,0.002986652182973086,0.12183942648824944,0.1335468879141998,94983.0,No adjustment; diff-in-means = effect + targeting/sim_u selection,estimated (simulated)
search,sim_converted_14d,14-day conversion,ols,OLS (Day 9),0.1282882080760217,0.003046235296492366,0.12231769660646197,0.13425871954558144,94983.0,"Linear, HC3 SE; adjustment on observed set only; sim_u unadjusted",estimated (simulated)
search,sim_converted_14d,14-day conversion,ipw,IPW (Day 10),0.1287849921993223,0.0030496794896456903,0.12307860225748304,0.1348538114202973,94983.0,PS correct + positivity; overlap/sim_u limits (weights capped at cfg cap),estimated (simulated)
search,sim_converted_14d,14-day conversion,dr,DR / AIPW (Day 11),0.12864834906401404,0.003090295654801718,0.12259148087902205,0.13470521724900603,94983.0,PS or outcome model correct; PS clipped per Day-10 cap; sim_u unadjusted,estimated (simulated)
search,sim_converted_14d,14-day conversion,att_matched,ATT matched (Day 7),0.1267983029761715,0.0033602133648273328,0.12021240580073979,0.13338420015160324,31349.0,1:1 NN caliper match on observed PS; ATT parameter; sim_u unadjusted,estimated (simulated)
search,sim_converted_14d,14-day conversion,dowhy_backdoor,DoWhy backdoor (Day 12),0.12828820807602273,0.003046235296492366,0.122317696606463,0.13425871954558247,94983.0,DoWhy identify + backdoor.linear_regression; SE identical to OLS (same model),estimated (simulated)
search,sim_revenue_14d,14-day revenue (R$),naive,Naive (Day 8),17.963501997982135,0.6030606358082237,16.7814975385051,19.14550645745917,94983.0,No adjustment; diff-in-means = effect + targeting/sim_u selection,estimated (simulated)
search,sim_revenue_14d,14-day revenue (R$),ols,OLS (Day 9),18.123916808037116,0.614896329974583,16.918742147061074,19.329091469013157,94983.0,"Linear, HC3 SE; adjustment on observed set only; sim_u unadjusted",estimated (simulated)
search,sim_revenue_14d,14-day revenue (R$),ipw,IPW (Day 10),18.20471261414932,0.6258842521153821,16.9147305390162,19.32638939139402,94983.0,PS correct + positivity; overlap/sim_u limits (weights capped at cfg cap),estimated (simulated)
search,sim_revenue_14d,14-day revenue (R$),dr,DR / AIPW (Day 11),18.185042581762463,0.6305303337976899,16.949225836358973,19.420859327165953,94983.0,PS or outcome model correct; PS clipped per Day-10 cap; sim_u unadjusted,estimated (simulated)
search,sim_revenue_14d,14-day revenue (R$),att_matched,ATT matched (Day 7),17.578499473667417,0.6733487523449496,16.258760170036336,18.8982387772985,31349.0,1:1 NN caliper match on observed PS; ATT parameter; sim_u unadjusted,estimated (simulated)
search,sim_revenue_14d,14-day revenue (R$),dowhy_backdoor,DoWhy backdoor (Day 12),18.12391680803725,0.614896329974583,16.91874214706121,19.329091469013292,94983.0,DoWhy identify + backdoor.linear_regression; SE identical to OLS (same model),estimated (simulated)
display,sim_converted_14d,14-day conversion,naive,Naive (Day 8),0.11171626561575856,0.002861448757102978,0.10610792910822983,0.1173246021232873,94983.0,No adjustment; diff-in-means = effect + targeting/sim_u selection,estimated (simulated)
display,sim_converted_14d,14-day conversion,ols,OLS (Day 9),0.11224307263985445,0.0028733533878481585,0.1066114034848159,0.11787474179489299,94983.0,"Linear, HC3 SE; adjustment on observed set only; sim_u unadjusted",estimated (simulated)
display,sim_converted_14d,14-day conversion,ipw,IPW (Day 10),0.11247235688526588,0.002897739845660607,0.1064080048458109,0.11766611120848487,94983.0,PS correct + positivity; overlap/sim_u limits (weights capped at cfg cap),estimated (simulated)
display,sim_converted_14d,14-day conversion,dr,DR / AIPW (Day 11),0.11243920466057528,0.002886865365392747,0.10678105251618943,0.11809735680496113,94983.0,PS or outcome model correct; PS clipped per Day-10 cap; sim_u unadjusted,estimated (simulated)
display,sim_converted_14d,14-day conversion,att_matched,ATT matched (Day 7),0.11356100325917531,0.0031341225204838735,0.10741823599589102,0.1197037705224596,35285.0,1:1 NN caliper match on observed PS; ATT parameter; sim_u unadjusted,estimated (simulated)
display,sim_converted_14d,14-day conversion,dowhy_backdoor,DoWhy backdoor (Day 12),0.11224307263985442,0.0028733533878481585,0.10661140348481588,0.11787474179489296,94983.0,DoWhy identify + backdoor.linear_regression; SE identical to OLS (same model),estimated (simulated)
display,sim_revenue_14d,14-day revenue (R$),naive,Naive (Day 8),15.958404172744821,0.5759671309255111,14.8295075621829,17.08730078330674,94983.0,No adjustment; diff-in-means = effect + targeting/sim_u selection,estimated (simulated)
display,sim_revenue_14d,14-day revenue (R$),ols,OLS (Day 9),16.118848018701705,0.5808265539554865,14.980448891684441,17.25724714571897,94983.0,"Linear, HC3 SE; adjustment on observed set only; sim_u unadjusted",estimated (simulated)
display,sim_revenue_14d,14-day revenue (R$),ipw,IPW (Day 10),16.168535493011376,0.5759963418856396,14.9195630692549,17.126731161308964,94983.0,PS correct + positivity; overlap/sim_u limits (weights capped at cfg cap),estimated (simulated)
display,sim_revenue_14d,14-day revenue (R$),dr,DR / AIPW (Day 11),16.165542838120956,0.5874711779560728,15.014120487371732,17.316965188870178,94983.0,PS or outcome model correct; PS clipped per Day-10 cap; sim_u unadjusted,estimated (simulated)
display,sim_revenue_14d,14-day revenue (R$),att_matched,ATT matched (Day 7),16.31368060082188,0.6415475923272256,15.056270425492132,17.571090776151628,35285.0,1:1 NN caliper match on observed PS; ATT parameter; sim_u unadjusted,estimated (simulated)
display,sim_revenue_14d,14-day revenue (R$),dowhy_backdoor,DoWhy backdoor (Day 12),16.118848018701705,0.5808265539554865,14.980448891684441,17.25724714571897,94983.0,DoWhy identify + backdoor.linear_regression; SE identical to OLS (same model),estimated (simulated)
